# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		85136		2190		2121
1		60367		3362		2040
2		51303		4028		2042
3		46444		4431		2016
4		44347		4723		2038
5		43595		4916		2030
6		42878		5066		2023
7		42489		5163		2018
8		42217		5240		2010
9		42067		5294		2007
10		41998		5351		2010
11		41842		5404		2017
12		41772		5437		2022
13		41681		5470		2026
14		41624		5508		2030
15		41570		5538		2030
16		41550		5555		2028
17		41542		5581		2020
18		41531		5601		2018
19		41525		5607		2015
20		41462		5618		2017
21		41442		5629		2015
22		41460		5641		2015
23		41444		5650		2016
24		41435		5657		2018
25		41438		5662		2019
26		41437		5667		2020
27		41415		5676		2019
28		41397		5683		2020
29		41392		5689		2019
30		41386		5692		2019
31		41381		5697		2020
32		41341		5707		2018
33		41340		5712		2017
34		41341		5713		2016
35		41341		5713		2016
36		41341		5714		2016
37		41333		5716		2017
38		41330		5717		2017
39		41329		5718		2017
40		41331		5719		2018
41		41331		5719		2018
42		41331		5719		2018
43		41328		5720		2016
44		41328		5720		2016
45		41328		5720		2016
46		41328		5720		2016
47		41330		5722		2016
48		41322		5723		2015
49		41321		5727		2017
50		41321		5727		2017
51		41321		5727		2017
52		41319		5729		2016
53		41317		5730		2015
54		41313		5732		2013
55		41314		5733		2012
56		41311		5734		2013
57		41315		5735		2012
58		41315		5735		2012
59		41315		5735		2012
60		41315		5735		2012
61		41315		5735		2012
62		41315		5735		2012
63		41315		5735		2012
64		41316		5737		2013
65		41316		5737		2013
66		41316		5737		2013
67		41316		5739		2014
68		41311		5740		2014
69		41302		5742		2015
70		41303		5743		2015
71		41302		5744		2015
72		41306		5745		2013
73		41306		5745		2013
74		41306		5745		2013
75		41309		5746		2014
76		41309		5746		2014
77		41309		5746		2014
78		41321		5751		2013
79		41320		5752		2013
80		41320		5754		2013
81		41315		5757		2012
82		41301		5759		2012
83		41305		5760		2012
84		41305		5760		2012
85		41303		5761		2012
86		41303		5761		2012
87		41303		5761		2012
88		41303		5761		2012
89		41302		5762		2013
90		41302		5762		2013
91		41302		5762		2013
92		41302		5762		2013
93		41302		5764		2013
94		41302		5764		2013
95		41304		5765		2013
96		41304		5765		2013
97		41300		5766		2014
98		41300		5766		2014
99		41300		5766		2014
100		41300		5766		2014
101		41300		5766		2014
102		41300		5766		2014
103		41300		5766		2014
104		41300		5766		2014
105		41272		5767		2014
106		41272		5767		2014
107		41272		5767		2014
108		41272		5767		2014
109		41272		5767		2014
110		41272		5767		2014
111		41272		5767		2014
112		41272		5767		2014
113		41272		5767		2014
114		41272		5767		2014
115		41270		5768		2014
116		41270		5768		2014
117		41266		5769		2014
118		41266		5769		2014
119		41264		5770		2015
120		41264		5770		2015
121		41264		5770		2015
122		41264		5770		2015
123		41264		5770		2015
124		41264		5770		2015
125		41264		5770		2015
126		41264		5770		2015
127		41264		5770		2015
128		41268		5771		2014
129		41268		5771		2014
130		41268		5771		2014
131		41268		5771		2014
132		41268		5771		2014
133		41268		5771		2014
134		41264		5772		2014
135		41264		5772		2014
136		41264		5772		2014
137		41264		5772		2014
138		41264		5772		2014
139		41264		5772		2014
140		41264		5772		2014
141		41264		5772		2014
142		41264		5772		2014
143		41264		5772		2014
144		41264		5772		2014
145		41264		5772		2014
146		41264		5772		2014
147		41264		5772		2014
148		41264		5772		2014
149		41264		5772		2014
150		41264		5772		2014
151		41264		5772		2014
152		41263		5773		2012
153		41263		5773		2012
154		41263		5773		2012
155		41263		5773		2012
156		41266		5774		2013
157		41266		5774		2013
158		41268		5775		2013
159		41268		5775		2013
160		41270		5776		2013
161		41268		5778		2014
162		41268		5778		2014
163		41266		5780		2012
164		41266		5780		2012
165		41266		5780		2012
166		41266		5780		2012
167		41266		5780		2012
168		41266		5780		2012
169		41266		5780		2012
170		41266		5780		2012
171		41265		5781		2012
172		41265		5781		2012
173		41265		5781		2012
174		41265		5781		2012
175		41265		5781		2012
176		41265		5781		2012
177		41265		5781		2012
178		41265		5781		2012
179		41267		5782		2012
180		41267		5782		2012
181		41267		5782		2012
182		41267		5782		2012
183		41267		5782		2012
184		41267		5782		2012
185		41267		5782		2012
186		41267		5782		2012
187		41267		5782		2012
188		41267		5782		2012
189		41267		5782		2012
190		41267		5782		2012
191		41267		5782		2012
192		41267		5782		2012
193		41267		5782		2012
194		41267		5782		2012
195		41267		5782		2012
196		41267		5782		2012
197		41267		5782		2012
198		41267		5782		2012
199		41267		5782		2012
200		41267		5782		2012
201		41267		5782		2012
202		41267		5782		2012
203		41267		5782		2012
204		41267		5782		2012
205		41267		5782		2012
206		41267		5782		2012
207		41267		5782		2012
208		41267		5782		2012
209		41267		5782		2012
210		41267		5782		2012
211		41258		5783		2011
212		41258		5783		2011
213		41258		5783		2011
214		41258		5783		2011
215		41258		5783		2011
216		41258		5783		2011
217		41258		5783		2011
